id;nome;selecao/pagina;numero;posicao;raridade;status;caminho_da_imagem
wc26-colombia-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Colômbia;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-21-a-confirmar-21.webp
wc26-colombia-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Colômbia;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-22-a-confirmar-22.webp
wc26-colombia-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Colômbia;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-23-a-confirmar-23.webp
wc26-colombia-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Colômbia;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-24-a-confirmar-24.webp
wc26-colombia-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Colômbia;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-25-a-confirmar-25.webp
wc26-colombia-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Colômbia;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-colombia/wc26-colombia-jogador-26-a-confirmar-26.webp
wc26-equador-jogador-01-a-confirmar-01;Jogador 01 — a confirmar;Equador;1;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-01-a-confirmar-01.webp
wc26-equador-jogador-02-a-confirmar-02;Jogador 02 — a confirmar;Equador;2;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-02-a-confirmar-02.webp
wc26-equador-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;Equador;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-03-a-confirmar-03.webp
wc26-equador-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Equador;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-04-a-confirmar-04.webp
wc26-equador-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Equador;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-05-a-confirmar-05.webp
wc26-equador-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Equador;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-06-a-confirmar-06.webp
wc26-equador-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Equador;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-07-a-confirmar-07.webp
wc26-equador-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Equador;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-08-a-confirmar-08.webp
wc26-equador-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Equador;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-09-a-confirmar-09.webp
wc26-equador-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Equador;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-10-a-confirmar-10.webp
wc26-equador-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Equador;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-11-a-confirmar-11.webp
wc26-equador-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Equador;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-12-a-confirmar-12.webp
wc26-equador-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Equador;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-13-a-confirmar-13.webp
wc26-equador-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Equador;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-14-a-confirmar-14.webp
wc26-equador-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Equador;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-15-a-confirmar-15.webp
wc26-equador-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Equador;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-16-a-confirmar-16.webp
wc26-equador-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Equador;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-17-a-confirmar-17.webp
wc26-equador-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Equador;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-18-a-confirmar-18.webp
wc26-equador-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Equador;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-19-a-confirmar-19.webp
wc26-equador-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Equador;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-20-a-confirmar-20.webp
wc26-equador-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Equador;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-21-a-confirmar-21.webp
wc26-equador-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Equador;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-22-a-confirmar-22.webp
wc26-equador-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Equador;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-23-a-confirmar-23.webp
wc26-equador-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Equador;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-24-a-confirmar-24.webp
wc26-equador-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Equador;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-25-a-confirmar-25.webp
wc26-equador-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Equador;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-equador/wc26-equador-jogador-26-a-confirmar-26.webp
wc26-paraguai-jogador-01-a-confirmar-01;Jogador 01 — a confirmar;Paraguai;1;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-01-a-confirmar-01.webp
wc26-paraguai-jogador-02-a-confirmar-02;Jogador 02 — a confirmar;Paraguai;2;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-02-a-confirmar-02.webp
wc26-paraguai-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;Paraguai;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-03-a-confirmar-03.webp
wc26-paraguai-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Paraguai;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-04-a-confirmar-04.webp
wc26-paraguai-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Paraguai;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-05-a-confirmar-05.webp
wc26-paraguai-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Paraguai;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-06-a-confirmar-06.webp
wc26-paraguai-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Paraguai;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-07-a-confirmar-07.webp
wc26-paraguai-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Paraguai;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-08-a-confirmar-08.webp
wc26-paraguai-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Paraguai;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-09-a-confirmar-09.webp
wc26-paraguai-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Paraguai;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-10-a-confirmar-10.webp
wc26-paraguai-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Paraguai;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-11-a-confirmar-11.webp
wc26-paraguai-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Paraguai;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-12-a-confirmar-12.webp
wc26-paraguai-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Paraguai;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-13-a-confirmar-13.webp
wc26-paraguai-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Paraguai;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-14-a-confirmar-14.webp
wc26-paraguai-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Paraguai;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-15-a-confirmar-15.webp
wc26-paraguai-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Paraguai;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-16-a-confirmar-16.webp
wc26-paraguai-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Paraguai;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-17-a-confirmar-17.webp
wc26-paraguai-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Paraguai;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-18-a-confirmar-18.webp
wc26-paraguai-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Paraguai;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-19-a-confirmar-19.webp
wc26-paraguai-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Paraguai;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-20-a-confirmar-20.webp
wc26-paraguai-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Paraguai;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-21-a-confirmar-21.webp
wc26-paraguai-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Paraguai;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-22-a-confirmar-22.webp
wc26-paraguai-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Paraguai;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-23-a-confirmar-23.webp
wc26-paraguai-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Paraguai;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-24-a-confirmar-24.webp
wc26-paraguai-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Paraguai;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-25-a-confirmar-25.webp
wc26-paraguai-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Paraguai;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-paraguai/wc26-paraguai-jogador-26-a-confirmar-26.webp
wc26-uruguai-valverde-01;Valverde;Uruguai;15;Meia;ouro;parcial;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-valverde-01.webp
wc26-uruguai-darwin-nunez-02;Darwin Núñez;Uruguai;9;Atacante;rara;parcial;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-darwin-nunez-02.webp
wc26-uruguai-arrascaeta-03;Arrascaeta;Uruguai;10;Meia;rara;parcial;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-arrascaeta-03.webp
wc26-uruguai-rochet-04;Rochet;Uruguai;1;Goleiro;comum;parcial;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-rochet-04.webp
wc26-uruguai-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Uruguai;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-05-a-confirmar-05.webp
wc26-uruguai-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Uruguai;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-06-a-confirmar-06.webp
wc26-uruguai-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Uruguai;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-07-a-confirmar-07.webp
wc26-uruguai-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Uruguai;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-08-a-confirmar-08.webp
wc26-uruguai-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Uruguai;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-09-a-confirmar-09.webp
wc26-uruguai-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Uruguai;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-10-a-confirmar-10.webp
wc26-uruguai-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Uruguai;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-11-a-confirmar-11.webp
wc26-uruguai-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Uruguai;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-12-a-confirmar-12.webp
wc26-uruguai-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Uruguai;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-13-a-confirmar-13.webp
wc26-uruguai-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Uruguai;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-14-a-confirmar-14.webp
wc26-uruguai-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Uruguai;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-15-a-confirmar-15.webp
wc26-uruguai-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Uruguai;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-16-a-confirmar-16.webp
wc26-uruguai-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Uruguai;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-17-a-confirmar-17.webp
wc26-uruguai-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Uruguai;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-18-a-confirmar-18.webp
wc26-uruguai-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Uruguai;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-19-a-confirmar-19.webp
wc26-uruguai-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Uruguai;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-20-a-confirmar-20.webp
wc26-uruguai-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Uruguai;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-21-a-confirmar-21.webp
wc26-uruguai-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Uruguai;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-22-a-confirmar-22.webp
wc26-uruguai-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Uruguai;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-23-a-confirmar-23.webp
wc26-uruguai-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Uruguai;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-24-a-confirmar-24.webp
wc26-uruguai-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Uruguai;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-25-a-confirmar-25.webp
wc26-uruguai-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Uruguai;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-uruguai/wc26-uruguai-jogador-26-a-confirmar-26.webp
wc26-japao-kubo-01;Kubo;Japão;20;Meia;rara;parcial;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-kubo-01.webp
wc26-japao-mitoma-02;Mitoma;Japão;7;Ponta;rara;parcial;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-mitoma-02.webp
wc26-japao-endo-03;Endo;Japão;6;Volante;comum;parcial;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-endo-03.webp
wc26-japao-suzuki-04;Suzuki;Japão;1;Goleiro;comum;parcial;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-suzuki-04.webp
wc26-japao-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Japão;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-05-a-confirmar-05.webp
wc26-japao-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Japão;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-06-a-confirmar-06.webp
wc26-japao-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Japão;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-07-a-confirmar-07.webp
wc26-japao-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Japão;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-08-a-confirmar-08.webp
wc26-japao-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Japão;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-09-a-confirmar-09.webp
wc26-japao-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Japão;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-10-a-confirmar-10.webp
wc26-japao-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Japão;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-11-a-confirmar-11.webp
wc26-japao-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Japão;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-12-a-confirmar-12.webp
wc26-japao-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Japão;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-13-a-confirmar-13.webp
wc26-japao-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Japão;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-14-a-confirmar-14.webp
wc26-japao-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Japão;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-15-a-confirmar-15.webp
wc26-japao-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Japão;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-16-a-confirmar-16.webp
wc26-japao-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Japão;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-17-a-confirmar-17.webp
wc26-japao-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Japão;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-18-a-confirmar-18.webp
wc26-japao-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Japão;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-19-a-confirmar-19.webp
wc26-japao-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Japão;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-20-a-confirmar-20.webp
wc26-japao-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Japão;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-21-a-confirmar-21.webp
wc26-japao-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Japão;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-22-a-confirmar-22.webp
wc26-japao-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Japão;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-23-a-confirmar-23.webp
wc26-japao-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Japão;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-24-a-confirmar-24.webp
wc26-japao-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Japão;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-25-a-confirmar-25.webp
wc26-japao-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Japão;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-japao/wc26-japao-jogador-26-a-confirmar-26.webp
wc26-ira-jogador-01-a-confirmar-01;Jogador 01 — a confirmar;Irã;1;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-01-a-confirmar-01.webp
wc26-ira-jogador-02-a-confirmar-02;Jogador 02 — a confirmar;Irã;2;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-02-a-confirmar-02.webp
wc26-ira-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;Irã;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-03-a-confirmar-03.webp
wc26-ira-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Irã;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-04-a-confirmar-04.webp
wc26-ira-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Irã;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-05-a-confirmar-05.webp
wc26-ira-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Irã;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-06-a-confirmar-06.webp
wc26-ira-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Irã;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-07-a-confirmar-07.webp
wc26-ira-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Irã;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-08-a-confirmar-08.webp
wc26-ira-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Irã;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-09-a-confirmar-09.webp
wc26-ira-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Irã;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-10-a-confirmar-10.webp
wc26-ira-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Irã;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-11-a-confirmar-11.webp
wc26-ira-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Irã;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-12-a-confirmar-12.webp
wc26-ira-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Irã;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-13-a-confirmar-13.webp
wc26-ira-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Irã;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-14-a-confirmar-14.webp
wc26-ira-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Irã;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-15-a-confirmar-15.webp
wc26-ira-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Irã;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-16-a-confirmar-16.webp
wc26-ira-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Irã;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-17-a-confirmar-17.webp
wc26-ira-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Irã;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-18-a-confirmar-18.webp
wc26-ira-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Irã;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-ira/wc26-ira-jogador-19-a-confirmar-19.webp
